id,longitude,latitude,gps_height,subvillage,status_group
15044,32.97478961,-4.29289629,0,Itunda A,0
45312,36.99785396,-7.59155407,303,Magwira,1
25635,36.35965746,-8.78094458,309,Usalama,0
3246,32.93829975,-2.0449828,1195,Kagulembela,1
72352,36.82266275,-3.18093024,1598,Uzunguni,0
2427,39.05502082,-5.05565842,26,Msfuriko C,0
15178,36.01417354,-7.29024669,940,Stand B,0
32145,30.45466937,-2.81423432,0,Mumirama,0
38563,0.0,-2e-08,0,Mwabayanda,1
57980,37.07631108,-7.75049884,245,Mtukula,1
58115,31.37896797,-7.56560582,1845,Ngalu,1
6905,35.79752145,-5.81173472,0,Lusind,0
38261,34.66685635,-11.09121638,484,Nkaya,1
46317,31.60305482,-1.77016599,0,Kiga,1
47744,39.40216528,-9.66421358,54,Zawiani,0
4674,34.99770393,-8.16840947,1509,I,1
7464,38.57391731,-4.90083117,319,Pemba,1
54386,36.13455183,-8.92052381,298,Lugala,0
58753,31.02268638,-7.49913319,1553,Tumaini,1
8734,34.66369573,-9.31873846,2068,Kitichi,0
20205,39.03320791,-8.54965789,173,Chumo B,1
57641,29.764977500000004,-4.67223442,1540,Mkabogo,0
3215,38.83424318,-7.14183092,296,Marumbo,1
20872,31.55720281,-1.84089912,0,Kabagunda,0
34554,32.78179076,-8.98814978,0,Isembuka,0
9793,37.6245637,-6.13091602,346,Njiapanda,1
43016,36.32783871,-6.27912483,0,Makulu,1
4435,38.10835711,-4.71428961,405,Majengo,0
32760,37.52156393,-3.44731155,711,Njoro,0
11879,34.92292282,-9.14583278,1721,Mahata,0
10835,30.86461018,-3.16873479,1526,Madukani,0
24198,33.15662457,-2.47866158,0,Chabula,1
14783,37.61165523,-3.23483118,1419,Mrau,0
49627,33.15450332,-2.80045839,0,Mwakasumve,0
16898,33.46100674,-4.57527833,0,Igumo Kati,0
18730,33.84789181,-9.532079800000002,0,Malungo,1
51370,30.29940406,-4.97676426,1210,Nyakatakala B,1
42001,33.48193373,-2.85764234,0,Mwanghalanga B,0
45954,31.53679211,-2.78513942,0,Songambele,0
4072,31.73254996,-2.41536377,0,Nyabirere,0
25132,35.93034589,-8.25966148,1798,Makongoga,0
37522,30.3192299,-4.31201781,1237,Rusesa,0
9850,33.30292914,-3.18220007,0,Bukumbulwa,0
11736,34.91687863,-8.96603222,1649,Igongolo Kati,0
72024,35.63107272,-4.24628312,1535,Endashagwe,0
34272,34.83386179,-4.0175904000000005,1307,Kikaranga B,0
27733,34.05614328,-3.09955825,0,Mbuga,0
19274,33.34608706,-2.65081407,0,Ibambula,0
44507,36.04960648,-4.8476754999999985,0,Balanga,2
70026,31.46780452,-2.7942537,0,Migera,1
21745,33.53389261,-9.17126708,0,Ilongovoto,0
47134,0.0,-2e-08,0,Elimu,0
47471,37.25971343,-11.17485029,608,Mtola,1
33789,31.56747238,-1.67668655,0,Buyumba,0
48621,35.08551612,-9.87884452,1141,Mjimwema,1
68054,32.95059257,-4.85736774,0,Uhuru B,1
50879,31.68666434,-2.80907675,0,Mwabakali,0
60376,33.64240883,-8.7617393,0,Mwambalizi,0
27378,38.59002927,-10.20476973,313,Kimawe,1
42383,38.67316377,-5.18084456,177,Bwiti,0
74085,37.61762232,-3.78452177,949,Station,0
55074,35.45577346,-4.44706389,1847,Guanaya,0
46138,32.96359356,-2.54592077,0,Mhandu,0
27695,35.03883464,-8.82961228,1424,Uhuru,0
30098,34.87673464,-4.68201384,1601,Mayadi,0
25576,32.16891271,-3.38106654,0,Imalambeo,0
10479,37.63423744,-3.28521981,1136,Tanya,0
59522,30.0624067,-4.31547568,1359,Madukani,1
57162,38.99433225,-10.3292929,319,Kitunda,1
17413,33.30755142,-3.08537978,0,Mwasubi,0
2080,32.45009748,-3.23431011,0,Kabale,0
64577,36.34938644,-6.22397625,0,Pozamoyo,0
28942,38.75503078,-10.38274596,362,Tundu La Leo,0
8686,36.68398453,-8.14930451,218,Mkuya,1
9182,32.400056,-3.43329832,0,Iponyabukoli,0
20207,29.67665482,-4.76245942,1011,Bwelu A,1
16679,38.76003406,-7.98775851,1,Kitundu,0
11991,34.872966299999995,-4.54344497,1561,Yaniko B,1
2484,38.66598524,-5.80217979,66,Mtakuja,1
58277,36.9176034,-5.71401369,1201,Sandege,1
51371,30.86352311,-1.43992385,0,Kituntu A,1
32063,33.33982183,-8.88246787,0,Idwele,0
69226,31.59665847,-1.82960898,0,Omukigando,0
47870,29.68442893,-4.69940189,1106,Mbalizi,0
3634,38.81147239,-4.82469564,0,Loko,0
7061,38.99978027,-10.89520831,265,Kisiwani,2
46652,33.02165386,-4.83138564,0,Ilelamhina Shuleni,0
59430,31.81621197,-1.21642255,0,Kaija,1
3948,32.0250299,-3.34641652,0,Busabaga,0
21067,34.81688229,-9.54322773,2004,Kati,0
31713,37.84626234,-6.80318799,447,Kizinga A,1
19346,31.75510651,-2.42508021,0,Dodoma,0
1775,32.71194283,-8.84456005,0,Ghalani,0
25178,32.94592567,-2.08143024,1210,Lyabasura,0
30241,35.30328974,-8.151777099999999,1703,M,0
31034,37.46365287,-3.35191841,1071,Uparo,0
33553,30.87655918,-1.54702151,0,Songambele,0
53697,0.0,-2e-08,0,Kabasonge,0
13285,33.47109194,-3.65297166,0,Wiligwamabu,0
38383,35.45175714,-10.69151918,1000,Sinai,0
19061,33.31256142,-3.84543677,0,Mihogoni,1
32551,34.22983179,-9.3644773,1928,Gongoti,0
21065,32.97594506,-4.86648858,0,Mwegerezi,0
62237,37.60128712,-3.32617876,1095,Mawanda,1
29950,38.38453306,-6.31156494,263,Kihangaiko,1
64684,34.71817687,-4.88043725,1498,Mighisiu,1
6081,34.59237041,-9.27877605,2037,Ikungu,0
3640,36.80385679,-3.47678927,1021,Marurani Juu,1
69862,38.85811956,-5.10828981,142,Vanga,1
14082,33.87047576,-1.53070474,1145,Nyabenge,1
71302,32.41204522,-3.26983665,0,Shibingo,1
11549,37.90918211,-9.94300157,474,Lututu,1
5116,32.96089039,-2.64259728,0,Nyashishi,1
66603,38.40456611,-6.12399125,300,Mwanakibwengo,0
20685,29.79964503,-4.52241132,1529,Mbweru,1
44654,33.79651467,-3.57351204,0,Igwata,1
65214,33.54280265,-9.17616851,0,Mpandapanda,0
19542,32.74275693,-2.90068809,0,Nyasigu B,1
20122,39.13008717,-10.57238528,777,Mdenga Na Madi,1
15760,33.19276272,-2.7512896,0,Nyambiti,0
69542,0.0,-2e-08,0,Ngwelo,0
8263,37.74119084,-3.98599708,1162,Minyala,0
66753,37.64918748,-3.14906599,1170,Mtimhoo,1
64690,34.67950766,-2.14924502,1387,Machengere,1
48178,34.48343707,-1.35061562,1645,Nyarutu,1
55522,38.66822285,-7.46759702,82,Biki,0
38157,38.18045246,-5.4613190000000005,510,Mashine,0
44506,38.89884883,-6.44317203,-20,Magomeni A,1
57174,38.23424145,-5.35169253,460,Bwembwela B,0
46378,37.22649694,-3.25852673,1192,Muro,0
58390,33.53870498,-8.93730289,0,Mwatezi,0
25232,35.80243408,-2.9850898,2569,Munge,0
57258,34.80504620000001,-9.64886054,1871,Gangitakulo,0
20382,39.0595482,-7.62924328,108,Nyakilo,1
26220,31.62829033,-7.94427391,1860,Majengo B,1
89,36.08978232,-6.6907959,0,Isalaza,1
16438,37.62234392,-3.28636134,1198,Ndini,1
11416,0.0,-2e-08,0,Ikungulyambeshi,1
7221,36.12786183,-10.46362501,821,Kisutu,1
20028,34.95403156,-9.86733493,1335,Myoruwa,0
59420,38.81121679,-4.82717015,0,Loko,0
32185,33.62345704,-9.34544681,0,Ipyana,2
9770,34.83569936,-10.98750402,1625,Litembo Chini,1
45510,31.44531171,-8.27910345,1654,Tunzi,1
14924,39.32318452,-10.61796369,412,Jangwani,1
52979,38.50200217,-4.7798585,1399,Kwewati,0
5291,0.0,-2e-08,0,Nyamikoma C,0
46549,32.9754289,-4.91800442,0,Upuge A,1
45439,32.62838842,-8.69018463,0,Ilalangulu,1
69379,33.07069904,-2.10846451,1142,Kiwandani,0
30775,33.51619836,-1.83430952,1129,Cha Zahanati,1
40847,34.84975272,-10.74378499,1247,Ligunga,1
26627,32.51050551,-4.39732604,0,Ishihimulwa,0
66498,30.16129587,-4.47294971,1276,Katandara,0
8465,34.43043496,-1.37279805,1674,Center,0
782,32.08379067,-8.48339295,1754,Kamnyazya,1
62372,30.81384286,-2.45589926,0,Kumunazi,2
18829,33.90563008,-9.61976273,0,Itope,1
67735,37.42462233,-6.91713764,459,Kololo,1
28909,34.55898235,-9.73182959,1821,Mashariki,0
44269,37.53681449,-3.30123692,1255,King'Aroni,1
5415,32.0875088,-3.45161795,0,Malenge,0
5759,36.61761258,-3.25889187,1662,Rc,1
22936,36.89741052,-3.36323276,1193,Sokoni,0
66423,39.15087861,-10.38981592,154,Msikitini,1
38140,36.44971165,-5.94872827,0,,1
60313,38.52700679,-11.16401287,295,Elimu,1
10242,36.69744644,-3.31750771,1684,Oleiguruno,1
46865,30.56138561,-5.74697134,1489,Barabara 8,1
5589,0.0,-2e-08,0,Bipihai,1
21141,38.59351501,-4.87698536,348,Kinondo,0
32361,36.00937843,-10.53145132,826,Katalama,0
25692,33.86434384,-8.82834831,0,Kanalunwa,0
30213,32.6908744,-2.56849749,0,Manoni,0
34176,32.99446518,-2.07007443,1318,Zamu A,1
18875,37.60274724,-3.29077828,1348,Nguduni,1
19102,34.37276786,-8.76942692,0,Barabarani,0
51699,33.21999498,-3.66336113,0,Bukumbi,0
63993,35.15284153,-11.13519696,1019,Mkomambinda,2
53761,0.0,-2e-08,0,Beda B,0
73367,32.11782702,-3.60644526,0,Kasoji,0
50957,0.0,-2e-08,0,Mkomelo,1
23014,33.0667994,-2.56191429,0,Kitumba A,1
66976,35.57975217,-4.10531946,1817,Marambi,0
52436,33.52877101,-3.23259007,0,Muhida,0
33848,30.7788824,-2.41392966,0,Nyakahanga,2
73056,29.75057892,-4.64477741,1634,Matyazo B,2
3402,35.41908864,-4.03795133,2087,Yerotamburda,0
65763,34.21215953,-4.35495311,1083,Makiki,0
33725,39.57785607,-10.14574164,18,Makonde,0
66518,37.54288934,-3.30759052,1162,Kiria Kati,0
13536,37.97821832,-4.39786283,1263,Marumbi,0
29378,35.59909399,-6.08734105,0,Segu Bwawani,1
27291,32.4840343,-3.31813257,0,Nduhani,1
59249,32.29349634,-3.47524913,0,Nyakasanza,0
4841,37.20002341,-4.45874493,1362,Bomani,1
14102,34.6576725,-9.05905825,1681,Kiwele,0
37723,33.92240722,-9.48559469,0,Masoko,1
20279,31.35419274,-7.7480886,1916,Namitomola,2
16855,32.79325317,-9.13686032,0,Chilulumo,0
30106,34.60696123,-9.3743838,2108,Idono,0
48019,39.76165770000001,-10.87721968,123,Madina,1
48536,36.98204213,-6.14039791,0,Mgongwe,1
37967,39.42490957,-10.54570006,351,Muungano,1
3236,37.57944973,-3.12773652,1748,Kitero,1
55345,36.11399103,-2.72848445,1162,Madukani,0
10355,34.49721727,-5.70678782,1315,Mti Mkavu,1
41454,37.62982453,-3.98096347,926,Emuguri,0
1741,31.6157464,-1.61934485,0,Milama,0
63429,34.65183627,-1.75586539,1501,Nyamerama,1
42642,37.02978253,-3.51025829,878,Naisinyia,0
65474,37.43917561,-3.29775885,1588,Maliaseli,0
9937,37.77488641,-7.07858148,356,Mtamba Chini,2
4821,34.10475043,-9.3685054,1752,Mavengi,0
18787,35.13794044,-8.63907059,1859,L,0
57556,36.638973,-3.32453907,1490,Mringa Msingi,1
57950,36.86441863,-3.65870423,917,Teto,1
40320,34.89385388,-9.06079526,1730,Mtakuja,0
59704,37.12782992,-3.14706269,1737,Samana,0
19257,37.18765377,-3.24862615,1245,Nkwarumbe,0
25248,34.04296148,-2.95442908,1340,Musoma,2
41336,33.64427624,-3.10992847,0,Mwagwisu,1
20182,30.97059976,-6.24689582,1176,Achatuone,1
52629,33.27619067,-2.09258685,1152,Katekezyo,1
7897,39.86158641,-10.76075964,181,Madina,1
71021,34.7666422,-8.57226349,1391,I,0
31727,38.81070176,-5.11573159,180,Paramba A,0
37557,34.80219142,-4.79232989,1497,Mirade,0
36547,38.41549591,-5.22788756,343,Msufini,1
53864,34.96392825,-5.83236764,1111,Msangalalee,1
7229,29.6388149,-4.85798456,815,Kikungu,1
13315,34.96135831,-4.69576864,1606,Ikugha Magh,1
10465,0.0,-2e-08,0,Shuleni,1
32508,36.77181665,-8.07189411,287,Lungongole B,1
24543,36.52652902,-3.4005912000000005,1434,Longululu,0
11916,34.48290245,-9.71658121,1681,Lupanga A,0
23866,38.90878139,-6.49294258,-11,Migude,0
11191,30.1180191,-4.82902659,1124,Luguvu,0
17596,38.32033652,-6.55684072,206,Tumbi Chini,0
19273,40.27913624,-10.5360558,-8,Nyungu,1
43652,32.04284711,-6.82656326,1153,Maendeleo,0
68467,36.89542927,-3.37865974,1161,Masale,0
48901,38.62607739,-5.20913445,288,Mkanyageni,0
64046,36.96885696,-7.682280099999999,253,Chicago,2
33622,33.23190967,-8.95180265,0,Nteti,0
68432,35.02640546,-11.56432357,1247,Tz One,0
62247,33.01559667,-2.48708461,1262,1,2
50443,37.59124741,-3.15153256,1612,Amrushu Kisale,1
74236,36.58103974,-6.05197256,0,,0
1347,30.53731541,-2.85043383,0,Murunyinya,1
55447,32.99146079,-2.68187781,0,Usagara B,1
16362,33.37569753,-2.79466512,0,Iyuki B,0
19344,33.32259859,-7.91176132,0,Ikokotela,1
4295,36.63243008,-3.31924052,1485,Mringa Sekondari,0
22881,38.54289181,-8.46935595,74,Kingupira,1
11010,35.72440473,-8.26442474,1981,K,0
43140,37.9085979,-4.49677182,661,Hedaru A,1
49775,30.60093967,-1.20693312,0,Kihinda,0
34482,38.57420243,-5.86149791,193,Msumbiji A,1
72330,31.5198515,-8.30145491,1680,Kateka,0
13625,30.05433786,-4.89842189,1190,Nyakitanga,0
5309,38.79882405,-4.85687702,0,Zigua A,0
40563,0.0,-2e-08,0,Nsalala,1
50709,0.0,-2e-08,0,Songambele,0
2834,33.56067324,-9.26965795,0,Lugombo,1
30624,37.81529632,-6.90658081,440,Morogoro Maboga,1
55188,37.96018767,-9.66657936,395,Kiumbeni,1
67538,34.83085921,-5.04425765,1588,Buhu,0
61508,37.13538670000001,-6.78145649,449,Uhindini,1
39621,39.88983872,-10.28329071,-4,Mkakala,0
12268,33.51799356,-3.43773304,0,Mwigumbi Centre,0
55253,35.35122161,-9.89395639,1007,Mnadani,0
58598,31.07612991,-6.2678265,1145,Manga Magharibi,2
17659,38.29105103,-5.78405325,377,Rahaleo,1
54610,36.63195892,-3.25512414,1717,Lolimotonya,1
57454,31.31763606,-2.77271085,0,Kigemu,0
60348,38.27266601,-6.98165643,121,Kwaba Kati,1
42980,33.01702535,-5.23615297,0,Mbalanga,0
66722,33.68305952,-3.0631815,0,Kashishi,0
71813,31.70184892,-8.59109049,1741,Delengoma,1
44200,35.90916425,-6.08478229,0,Makuru,1
57826,38.04647227,-4.26904114,547,Mabatini,0
9521,34.33086832,-1.96887634,1259,Shuleni,0
63061,36.64789962,-6.26317208,0,,1
12240,37.48402722,-3.33390627,1272,Kileuwo Kati,0
7440,37.01197684,-3.16659301,1386,Mlangoni,0
63483,33.08248419,-3.85059748,0,Itwango,0
21939,35.08391965,-9.06812126,1366,Igelecha,0
36280,36.56641806,-3.26454513,1793,Imbibia Kati,0
6354,39.434248,-7.09943384,-4,Tundwi Centre,0
46823,33.35718936,-3.61622935,0,Mwamapalala,1
5250,33.3578108,-4.01648793,0,Magharibi,0
72255,34.55879054,-1.74389763,1429,Nyarukungu,1
2004,35.06718242,-8.56982577,1815,K,0
2628,36.94397351,-3.40197564,1051,Kambi Ya Mkaa,0
66328,34.50863446,-9.1041295,1659,Uhamila,0
11943,29.73974144,-4.75043321,978,Kaseke,0
44469,36.26795541,-8.92931531,324,Majiji,1
67908,32.69070686,-2.68075027,0,Tabaluka Stoo,0
28644,30.51318212,-2.51309608,0,Kumutumba,0
35405,30.08971121,-4.57567606,1361,Kumnyika,0
26072,34.05132095,-1.90692939,1481,Manyago,1
12040,37.50157315,-3.27798902,1466,Kirimbochoni,0
73528,34.63965484,-9.09479516,1691,Kihanga,1
55925,32.92335349,-8.79854976,0,Hasamba,0
16166,29.71335558,-4.69198422,1074,Nyete Chini,2
5813,30.88305945,-1.50313819,0,Nyakagando,2
7866,37.00042911,-7.58236984,313,Msalabani Juu,0
54862,34.84287563,-9.12824982,1798,Muungano,1
48436,34.84794612,-4.98148963,1578,Unyang'Ongo,1
2756,34.51774326,-9.30543827,2148,Ng'Anga,0
44054,37.58921265,-3.26983579,1512,Uuwo Kati,0
40419,35.77714667,-3.99777178,997,Msikitini,0
26897,39.4491966,-10.8620958,426,Lilande,1
8126,39.28726878,-7.03120771,30,Kisemvule Mjini,0
42971,37.48143052,-11.16269928,474,Shuleni,0
66050,33.8603793,-8.67273807,0,Nengelese,0
29501,35.43510625,-10.5846707,985,Namakinga B,0
37269,31.62235651,-7.91195659,1841,Ilemba,0
45875,35.51383181,-4.2306105,1605,Bermi A,0
51595,39.95563075,-10.45006692,49,Nachenga,0
8814,33.03858006,-9.35789375,0,Buranga,0
30978,38.72162138,-10.83127264,381,Tandika,0
27909,36.33159542,-6.28755861,0,Chang'Ombe,1
29078,29.74147879,-4.89765399,821,Kati,0
9452,32.56693522,-3.81507359,0,Kaselya,0
56080,36.68265455,-8.15436416,219,Lihami,0
18193,36.34203584,-6.15509141,0,,0
74098,39.19162062,-10.81823192,688,Temeke,1
50311,32.01302326,-6.79142172,1142,Kaulolo,0
46277,36.92553842,-3.32799419,1284,Bondeni,0
43431,30.59335173,-2.70927157,0,Mugatanga A,0
60272,37.60545878,-3.25815015,1544,Umba,0
59728,37.34291649,-3.2961362000000003,993,Kimanganuni Chini,0
36888,32.90317764,-2.57217327,0,Butimba,0
39005,37.23697037,-10.94802116,559,Undendeule,0
46499,37.91350935,-9.80088998,458,Makumbusho,1
14652,37.46260918,-3.60975742,685,Bunge,1
40154,35.51352768,-6.56928206,0,Mtiulaya,0
26599,36.71776229,-3.34484338,1576,Kimeroki,0
43011,36.0332745,-8.82720725,275,Idenge,2
43623,35.71320635,-10.76566718,925,Mpingi B,0
25096,33.2888877,-9.4854776,0,Isimike,1
52622,36.69339817,-8.11084236,259,Mbasakati,0
24803,30.84457448,-3.42162131,1315,Kumunzoya,0
12449,38.24906028,-4.639403,1940,Mbugui Juu,0
51193,36.64750504,-6.25282121,0,,1
63936,39.14863121,-8.5425317,80,Kibe,1
41724,34.87148587,-4.44908382,1538,Kibaoni,1
17939,31.35387362,-3.1783636000000004,0,Mlanda,0
19026,35.57963438,-3.78161713,1801,Daqwi,0
61342,34.54590098,-4.35751507,1312,Mkusii,0
70420,31.52075955,-1.59719272,0,Rubale,2
32528,0.0,-2e-08,0,Isengwa,1
26603,35.34451134,-4.4632759,1725,Fisa,0
31672,36.64455578,-3.24419929,1871,Stesheni,0
7856,33.03765385,-2.01590783,1199,Kabakara,1
59436,30.94226074,-1.634489,0,Kiruruma,1
58058,30.74698564,-6.4934066,1066,Sibwesa Magharibi,0
72595,38.42684446,-11.34740968,179,Elimu,1
32983,35.69318507,-3.79083463,995,Ngarenaro,0
49240,33.41179516,-2.15181275,1142,Ibunda,1
66996,33.80563731,-9.12956325,0,Kisondela,0
54975,35.83766111,-10.53980977,959,Nambarama A,0
7302,37.29176686,-11.22775912,538,Ngalinje,1
3348,30.49167984,-2.77758751,0,Ruyogola,0
65041,38.33726527,-4.7490986,1703,Kwevumo,0
35761,31.27693184,-7.31188131,1518,Mbingilwa,1
19244,34.84120725,-4.76507357,1531,Mwasija,0
5163,39.12651326,-6.99545576,33,Mtaa Wa Yongwe,1
24425,32.20952593,-4.44467027,0,Shininga,0
53230,38.86325929,-6.52781362,-5,Zombengalawa,1
36453,33.00859108,-5.89453583,0,Bondeni,1
31808,32.0621395,-2.39493952,0,Mission,0
50581,32.68580228,-8.91488999,0,Mapogoro,1
55387,33.804408,-3.51656793,0,Mabambasi,1
404,38.65511528,-10.66562905,427,Majimaji,1
26032,34.4029902,-9.61879822,1645,Kipeto,0
18382,0.0,-2e-08,0,Kidalimanda B,0
70718,33.34589323,-8.57769912,0,Soweto B,0
22677,33.15621801,-8.93715028,0,Nandago,1
69253,31.11566327,-1.73409742,0,Nyamihingo,0
70361,39.04833589,-6.75092197,77,Kibwegere,1
55650,0.0,-2e-08,0,Nding'Ho A,0
66859,35.08874639,-4.75225877,1434,Madukani,0
36603,36.52712984,-3.40096944,1342,Longululu,0
58473,35.4733962,-4.73959531,1530,Walanga 'B',1
69847,31.51604465,-2.66484683,0,Igalula Kati,1
21267,31.75250265,-1.40150264,0,Maiga,1
27607,37.77467285,-7.23727431,424,Kitopeni,1
59507,37.38531279,-11.11791559,617,Soweto,1
19091,32.0844606,-3.47541856,0,Ituga Mashariki,1
53537,0.0,-2e-08,0,Someli,0
2744,37.88628697,-4.39088246,1269,Mng'Ende,0
6337,34.29329558,-9.45499399,1690,Luhorya,0
52478,37.65935713,-3.17139227,1120,Momwe,1
32103,33.86133212,-9.29376218,0,Mpanda,0
58963,39.15811555,-7.51936199,9,Kingoma Mashariki,0
35230,32.73983514,-3.80950198,0,Mwanimburwa,1
12928,37.60782,-3.34805258,1013,Chilio,0
56501,37.44162296,-6.30088338,385,Kijoja,0
51609,36.44350508,-3.22929693,1984,Larmaroro,1
2711,30.45483915,-2.63437416,0,Mukisagala,0
71889,39.77293635,-10.74264895,208,Dodoma,1
1927,35.83810154,-10.56281007,963,Mtopesi,1
36380,37.62516648,-3.64670935,1147,Longoni,1
69356,34.72694706,-4.57205631,1500,Mapinduzi,1
53371,32.28129226,-3.35612428,0,Msumbiji,0
64719,37.3962997,-3.45383038,718,Katanini Street,0
43725,35.78212345,-5.34521181,0,Shuleni,1
23962,33.03179649,-2.98977186,0,Sasi A,0
30010,38.9357248,-6.50357995,9,Mbuyuni,0
53410,30.59576791,-2.42986524,0,Chivu B,2
39444,37.57850478,-7.44523239,184,Bondeni,1
12696,34.74641678,-9.18674363,1865,Ukamba,0
61141,38.89413560000001,-6.56201341,36,Mlatange,1
61217,33.54199665,-9.23297622,0,Ndebele,0
17795,37.45285793,-3.32680298,1323,Yamu Kati,0
38936,34.7880106,-9.47280596,2123,Uwemba Mashariki,0
21685,37.14502642,-6.78127247,439,Posta,1
8575,38.62509269,-10.18659403,322,Mbuyuni,1
43501,33.50633488,-2.69361239,0,Iwelimo,1
73746,37.63540965,-3.35822414,947,Shuleni,1
31106,35.14902481,-9.27215583,1570,Iyembela B,1
41574,37.5627179,-3.51246285,691,Kituri A,1
12811,37.44599518,-3.30863281,1516,Kochaki,0
6011,33.83691526,-1.67334399,1296,Kisokobe,0
50675,30.83044524,-6.33465666,1038,Kamsanga,0
54036,31.01439376,-1.68313397,0,Kibisha,0
2091,32.95871049,-4.75714251,0,Mlimani B,0
38619,36.84384052,-6.13399626,1278,Kibaoni B,0
69773,0.0,-2e-08,0,Bulolambeshi,1
14437,33.6081602,-3.76839075,0,Mwabayanda,2
30131,38.83718501,-7.14454423,278,Zunguni,1
66113,31.67696498,-8.08583783,1880,Mtukula,1
33224,31.79102674,-1.44504086,0,Iskila,0
6854,35.61963772,-2.05577817,2166,Magharibi,1
55077,31.11002625,-1.86979865,0,Kamanungu,0
54,34.60465222,-1.8288033,1517,Mifugo,1
40354,37.60060633,-3.03282581,1535,Mhaka,1
26185,33.372823600000004,-8.88910185,0,Iwanga Kati,0
1737,34.31440921,-9.46675282,1799,Ikosile,0
60194,38.57946766,-5.22171207,251,Station,0
66346,35.60715615,-7.88382551,1649,Isimila,0
6711,34.25148586,-4.24575131,1093,Shelui Msisi,0
62749,35.90895048,-6.07850428,0,Lusinde,1
8241,30.31669542,-4.31083334,1242,Rusesa,0
50713,35.35761996,-4.07707927,1923,Qossos,1
19318,38.18308927,-4.94444579,558,Batoni,0
43831,33.15583911,-2.12362144,1144,Mwiruruma,1
2289,33.31025562,-8.88799963,0,Mwanjelwa,1
15846,39.09194412,-6.64678354,55,Ridhione,0
34312,36.39477078,-6.66192311,0,Ipera,0
58337,34.83550274,-4.75782889,1530,Kinyeto,1
34162,0.0,-2e-08,0,Nyawa,1
59560,35.86163091,-7.75522236,1564,Kibaoni,0
13831,36.68685532,-3.35501085,1446,Ndoivo,1
30401,35.21092272,-9.21512588,1582,Kalila,2
27028,38.21005579,-4.80478242,414,Kiwanjani,0
55838,33.83202879,-9.29468981,0,Njisi,0
71800,30.83887833,-1.24137094,0,Ryabigaga,0
42774,37.88474506,-4.39195666,1243,Mng'Ende,0
15048,37.30151368,-3.25258208,1191,Kola,1
162,31.94255806,-8.63830023,1507,Mnokola,1
1073,35.86778812,-5.17305291,0,Go Down,1
12089,35.5058904,-2.37490497,1905,Arashi,0
12538,30.15535443,-4.48586006,1288,Runyogoza,0
31636,34.32449666,-3.15069849,0,Magungu,0
33153,34.64623408,-11.06784472,508,Yungu,1
549,33.90353632,-1.78254919,1381,Kukizungu,1
19015,37.19990881,-3.2962047999999995,1062,Majengo,0
4392,34.7803486,-4.91779512,1586,Iyangi,2
29192,36.01107899,-9.08712999,318,Ihowanja Kati,1
63271,33.03988587,-8.57262852,0,Miembeni,1
54980,32.07237848,-3.6110253,0,Ikalanga Centre,1
30026,37.26634902,-5.38873924,1196,Nanyoi,2
63769,39.25755702,-8.50027686,-20,Njia Nne,0
11198,38.69468973,-10.91123407,327,Bombani,1
56074,0.0,-2e-08,0,Balazani,1
46656,35.27026171,-3.21706505,1834,Madukani,1
27049,36.69833806,-3.29563219,1776,Olumeli,0
56939,36.68409099,-8.10216088,267,Maendeleo,1
5644,36.64721166,-3.33067803,1522,Leparumet,0
24302,33.94463396,-9.4685113,0,Sebe 2,0
33084,37.37568179,-3.30978433,988,Masanga,1
59428,38.68470604,-7.43493043,102,Kisangire,1
73962,34.91690142,-10.54960592,853,Senta 'A',1
26797,29.97218364,-4.83554142,1119,Murusunu,0
60330,39.1086116,-6.94535033,48,Mtaa Wa Zavala,0
50388,34.86471972,-10.75670462,1273,Mission,1
42684,0.0,-2e-08,0,Mwanza,1
7064,34.61861962,-9.03245446,1598,Limteni,0
36602,36.6483883,-3.24638805,1910,Stesheni,1
70730,33.53758359,-2.55266531,0,Inyaja,1
48449,32.41008446,-4.10720701,0,Mlimani,0
21602,37.13281775,-4.07758165,1167,Madukani,1
61370,39.12310291,-8.57980641,116,Kiumbene,1
57990,34.13369604,-9.3228123,2333,Wang'Ere,0
39211,32.01657933,-3.98624502,0,Nyalwele,0
49973,39.17881772,-7.770490799999998,27,Ngerezini,1
36481,0.0,-2e-08,0,Madukani,1
43968,33.84870224,-9.34841656,0,Ntapisi Kati,0
13358,38.40969267,-5.48607962,400,Kwenkombati,0
5280,33.56459862,-3.55677799,0,Maganzo,2
7548,38.20831262,-4.80596715,403,Sokoni,0
38693,38.64496628,-10.82932878,343,Kazamoyo,0
61575,29.7470643,-4.74722615,1004,Mkwanga,0
50509,32.84632327,-9.01324361,0,Hamkaragwa,0
15627,37.77086532,-7.08227342,358,Mtamba Shule,0
60226,36.64733942,-3.29458643,1584,Kilimo,0
28167,34.3642364,-4.2584393,1529,Madukani,0
23803,32.21174827,-4.88686188,0,Mtakuja,2
20008,35.58548208,-6.43950328,0,Zambia,0
53910,32.9352266,-5.69946501,0,Makutano,0
9718,38.3651164,-6.636669,174,Kudipera,1
28807,37.25099657,-3.26979923,1137,Sereni,1
60543,33.62682474,-9.21617892,0,Kiangala,0
18127,33.54303095,-9.16319144,0,Kibumbe,0
68633,35.42928533,-6.31967351,0,Mji Mw,0
989,35.54054678,-4.19252689,1643,Bacho B,2
30073,30.61696731,-5.753816400000002,1388,Barabara 2,1
